model,numa,system,stage,threads,repeat,thread_id,numa_domain,compute_us,barrier_us
qwen4b,1n,fj,decode,24,1,0,0,181574.4,18531.2
qwen4b,1n,fj,decode,24,1,1,0,183039.1,17111.8
qwen4b,1n,fj,decode,24,1,2,0,181089.0,19045.3
qwen4b,1n,fj,decode,24,1,3,0,180773.8,19363.8
qwen4b,1n,fj,decode,24,1,4,0,181696.2,18438.0
qwen4b,1n,fj,decode,24,1,5,0,182265.6,17869.1
qwen4b,1n,fj,decode,24,1,6,0,181034.5,19063.2
qwen4b,1n,fj,decode,24,1,7,0,181408.2,18680.3
qwen4b,1n,fj,decode,24,1,8,0,180381.5,19699.6
qwen4b,1n,fj,decode,24,1,9,0,181140.2,18946.0
qwen4b,1n,fj,decode,24,1,10,0,181175.1,18884.7
qwen4b,1n,fj,decode,24,1,11,0,183335.0,16721.2
qwen4b,1n,fj,decode,24,1,12,0,181587.9,18465.5
qwen4b,1n,fj,decode,24,1,13,0,182226.8,17827.0
qwen4b,1n,fj,decode,24,1,14,0,181351.1,18708.7
qwen4b,1n,fj,decode,24,1,15,0,181330.2,18730.8
qwen4b,1n,fj,decode,24,1,16,0,181090.5,18964.1
qwen4b,1n,fj,decode,24,1,17,0,182670.1,17368.9
qwen4b,1n,fj,decode,24,1,18,0,181787.9,18250.4
qwen4b,1n,fj,decode,24,1,19,0,183342.2,16696.1
qwen4b,1n,fj,decode,24,1,20,0,181234.6,18810.5
qwen4b,1n,fj,decode,24,1,21,0,180439.8,19613.3
qwen4b,1n,fj,decode,24,1,22,0,180344.6,19859.3
qwen4b,1n,fj,decode,24,1,23,0,178240.1,21953.3
qwen4b,1n,fj,decode,24,2,0,0,182454.9,17752.3
qwen4b,1n,fj,decode,24,2,1,0,181932.8,18318.1
qwen4b,1n,fj,decode,24,2,2,0,180521.0,19713.5
qwen4b,1n,fj,decode,24,2,3,0,181607.2,18623.4
qwen4b,1n,fj,decode,24,2,4,0,182040.3,18188.5
qwen4b,1n,fj,decode,24,2,5,0,181253.3,18978.3
qwen4b,1n,fj,decode,24,2,6,0,181164.3,19011.5
qwen4b,1n,fj,decode,24,2,7,0,182141.3,18030.7
qwen4b,1n,fj,decode,24,2,8,0,180342.7,19826.6
qwen4b,1n,fj,decode,24,2,9,0,181084.9,19097.3
qwen4b,1n,fj,decode,24,2,10,0,183076.6,17084.4
qwen4b,1n,fj,decode,24,2,11,0,181589.8,18586.3
qwen4b,1n,fj,decode,24,2,12,0,182926.0,17244.9
qwen4b,1n,fj,decode,24,2,13,0,181247.6,18928.5
qwen4b,1n,fj,decode,24,2,14,0,181983.0,18178.7
qwen4b,1n,fj,decode,24,2,15,0,180925.5,19257.6
qwen4b,1n,fj,decode,24,2,16,0,182760.8,17410.9
qwen4b,1n,fj,decode,24,2,17,0,182505.2,17653.0
qwen4b,1n,fj,decode,24,2,18,0,183288.7,16880.1
qwen4b,1n,fj,decode,24,2,19,0,180991.3,19182.4
qwen4b,1n,fj,decode,24,2,20,0,181287.5,18873.4
qwen4b,1n,fj,decode,24,2,21,0,181439.7,18726.6
qwen4b,1n,fj,decode,24,2,22,0,180617.0,19698.1
qwen4b,1n,fj,decode,24,2,23,0,177455.3,22854.9
qwen4b,1n,fj,decode,24,3,0,0,180830.0,18538.8
qwen4b,1n,fj,decode,24,3,1,0,181464.7,17970.5
qwen4b,1n,fj,decode,24,3,2,0,180225.1,19177.9
qwen4b,1n,fj,decode,24,3,3,0,180964.5,18437.9
qwen4b,1n,fj,decode,24,3,4,0,181509.8,17898.3
qwen4b,1n,fj,decode,24,3,5,0,181983.0,17418.8
qwen4b,1n,fj,decode,24,3,6,0,179865.7,19488.0
qwen4b,1n,fj,decode,24,3,7,0,181543.7,17812.7
qwen4b,1n,fj,decode,24,3,8,0,180325.4,19017.4
qwen4b,1n,fj,decode,24,3,9,0,180727.7,18611.9
qwen4b,1n,fj,decode,24,3,10,0,180345.1,19002.6
qwen4b,1n,fj,decode,24,3,11,0,181074.9,18270.0
qwen4b,1n,fj,decode,24,3,12,0,180670.5,18670.2
qwen4b,1n,fj,decode,24,3,13,0,181673.8,17672.1
qwen4b,1n,fj,decode,24,3,14,0,181143.3,18181.3
qwen4b,1n,fj,decode,24,3,15,0,181579.5,17747.2
qwen4b,1n,fj,decode,24,3,16,0,180612.0,18715.7
qwen4b,1n,fj,decode,24,3,17,0,182264.7,17052.0
qwen4b,1n,fj,decode,24,3,18,0,181927.7,17390.4
qwen4b,1n,fj,decode,24,3,19,0,182900.9,16412.2
qwen4b,1n,fj,decode,24,3,20,0,180614.1,18696.5
qwen4b,1n,fj,decode,24,3,21,0,180071.5,19262.2
qwen4b,1n,fj,decode,24,3,22,0,180004.1,19474.1
qwen4b,1n,fj,decode,24,3,23,0,177413.0,22060.6
qwen4b,4n,fj,decode,96,1,0,0,667819.3,214000.1
qwen4b,4n,fj,decode,96,1,1,0,670415.7,211422.5
qwen4b,4n,fj,decode,96,1,2,0,661178.5,220651.5
qwen4b,4n,fj,decode,96,1,3,0,659006.2,222830.3
qwen4b,4n,fj,decode,96,1,4,0,659968.6,221862.5
qwen4b,4n,fj,decode,96,1,5,0,657344.4,224497.2
qwen4b,4n,fj,decode,96,1,6,0,662015.4,219001.0
qwen4b,4n,fj,decode,96,1,7,0,671538.3,209497.0
qwen4b,4n,fj,decode,96,1,8,0,659902.6,221149.2
qwen4b,4n,fj,decode,96,1,9,0,670297.4,210773.7
qwen4b,4n,fj,decode,96,1,10,0,660607.8,220298.6
qwen4b,4n,fj,decode,96,1,11,0,784978.1,95274.9
qwen4b,4n,fj,decode,96,1,12,0,734592.9,145292.1
qwen4b,4n,fj,decode,96,1,13,0,786112.4,94189.9
qwen4b,4n,fj,decode,96,1,14,0,739932.2,140447.0
qwen4b,4n,fj,decode,96,1,15,0,787890.1,92522.8
qwen4b,4n,fj,decode,96,1,16,0,742010.1,138289.6
qwen4b,4n,fj,decode,96,1,17,0,799954.5,80554.0
qwen4b,4n,fj,decode,96,1,18,0,671278.7,209513.0
qwen4b,4n,fj,decode,96,1,19,0,735025.1,145190.0
qwen4b,4n,fj,decode,96,1,20,0,739605.7,140674.4
qwen4b,4n,fj,decode,96,1,21,0,792850.5,87584.1
qwen4b,4n,fj,decode,96,1,22,0,739927.6,140328.2
qwen4b,4n,fj,decode,96,1,23,0,805148.4,75288.0
qwen4b,4n,fj,decode,96,1,24,1,739332.2,141053.9
qwen4b,4n,fj,decode,96,1,25,1,756342.4,123939.0
qwen4b,4n,fj,decode,96,1,26,1,625692.0,254497.7
qwen4b,4n,fj,decode,96,1,27,1,800425.2,79915.1
qwen4b,4n,fj,decode,96,1,28,1,738834.6,141336.6
qwen4b,4n,fj,decode,96,1,29,1,790218.7,90079.2
qwen4b,4n,fj,decode,96,1,30,1,740181.5,139965.3
qwen4b,4n,fj,decode,96,1,31,1,787948.3,92238.1
qwen4b,4n,fj,decode,96,1,32,1,670185.8,210551.2
qwen4b,4n,fj,decode,96,1,33,1,802464.4,77818.2
qwen4b,4n,fj,decode,96,1,34,1,663695.3,216974.7
qwen4b,4n,fj,decode,96,1,35,1,742091.4,137863.9
qwen4b,4n,fj,decode,96,1,36,1,622947.0,257125.1
qwen4b,4n,fj,decode,96,1,37,1,789889.8,90290.2
qwen4b,4n,fj,decode,96,1,38,1,674987.1,205696.6
qwen4b,4n,fj,decode,96,1,39,1,613477.7,266747.0
qwen4b,4n,fj,decode,96,1,40,1,798315.8,81884.3
qwen4b,4n,fj,decode,96,1,41,1,742033.1,137889.7
qwen4b,4n,fj,decode,96,1,42,1,620042.2,259990.3
qwen4b,4n,fj,decode,96,1,43,1,795727.0,84249.9
qwen4b,4n,fj,decode,96,1,44,1,744169.3,135870.9
qwen4b,4n,fj,decode,96,1,45,1,615371.9,264622.6
qwen4b,4n,fj,decode,96,1,46,1,788014.2,92097.7
qwen4b,4n,fj,decode,96,1,47,1,721601.3,158213.7
qwen4b,4n,fj,decode,96,1,48,2,622324.8,257919.9
qwen4b,4n,fj,decode,96,1,49,2,800657.2,79490.2
qwen4b,4n,fj,decode,96,1,50,2,748148.3,131915.4
qwen4b,4n,fj,decode,96,1,51,2,618045.4,262118.1
qwen4b,4n,fj,decode,96,1,52,2,797181.5,82936.3
qwen4b,4n,fj,decode,96,1,53,2,624881.1,255267.0
qwen4b,4n,fj,decode,96,1,54,2,623175.7,257374.6
qwen4b,4n,fj,decode,96,1,55,2,794141.2,86106.8
qwen4b,4n,fj,decode,96,1,56,2,682454.7,198434.1
qwen4b,4n,fj,decode,96,1,57,2,616838.2,263699.5
qwen4b,4n,fj,decode,96,1,58,2,793540.5,86667.0
qwen4b,4n,fj,decode,96,1,59,2,666005.3,214814.6
qwen4b,4n,fj,decode,96,1,60,2,629170.3,251282.2
qwen4b,4n,fj,decode,96,1,61,2,791152.8,89067.0
qwen4b,4n,fj,decode,96,1,62,2,674109.4,206274.0
qwen4b,4n,fj,decode,96,1,63,2,741225.7,138628.0
qwen4b,4n,fj,decode,96,1,64,2,789697.1,90042.8
qwen4b,4n,fj,decode,96,1,65,2,665649.4,214752.2
qwen4b,4n,fj,decode,96,1,66,2,619742.0,260340.6
qwen4b,4n,fj,decode,96,1,67,2,798574.5,81473.2
qwen4b,4n,fj,decode,96,1,68,2,624161.6,255921.7
qwen4b,4n,fj,decode,96,1,69,2,618488.2,261595.6
qwen4b,4n,fj,decode,96,1,70,2,795569.6,84536.8
qwen4b,4n,fj,decode,96,1,71,2,663793.3,216864.7
qwen4b,4n,fj,decode,96,1,72,3,741608.1,138614.0
qwen4b,4n,fj,decode,96,1,73,3,777324.9,102752.5
qwen4b,4n,fj,decode,96,1,74,3,618201.3,262085.9
qwen4b,4n,fj,decode,96,1,75,3,740149.9,140061.4
qwen4b,4n,fj,decode,96,1,76,3,656239.3,224256.5
qwen4b,4n,fj,decode,96,1,77,3,623638.5,256649.0
qwen4b,4n,fj,decode,96,1,78,3,740188.5,140118.9
qwen4b,4n,fj,decode,96,1,79,3,626999.1,253305.6
qwen4b,4n,fj,decode,96,1,80,3,631015.8,249273.8
qwen4b,4n,fj,decode,96,1,81,3,745746.0,134535.0
qwen4b,4n,fj,decode,96,1,82,3,665661.6,215054.6
qwen4b,4n,fj,decode,96,1,83,3,743193.8,136891.3
qwen4b,4n,fj,decode,96,1,84,3,741540.1,138662.0
qwen4b,4n,fj,decode,96,1,85,3,788618.8,91370.0
qwen4b,4n,fj,decode,96,1,86,3,629755.9,250727.2
qwen4b,4n,fj,decode,96,1,87,3,612091.8,268389.6
qwen4b,4n,fj,decode,96,1,88,3,636752.6,243721.3
qwen4b,4n,fj,decode,96,1,89,3,623990.2,256483.2
qwen4b,4n,fj,decode,96,1,90,3,740804.7,139577.9
qwen4b,4n,fj,decode,96,1,91,3,665489.8,215336.4
qwen4b,4n,fj,decode,96,1,92,3,620835.1,259585.8
qwen4b,4n,fj,decode,96,1,93,3,663155.5,217082.4
qwen4b,4n,fj,decode,96,1,94,3,527397.2,353725.4
qwen4b,4n,fj,decode,96,1,95,3,389683.7,491951.5
qwen4b,4n,fj,decode,96,2,0,0,742220.5,151527.4
qwen4b,4n,fj,decode,96,2,1,0,703244.2,191744.2
qwen4b,4n,fj,decode,96,2,2,0,696008.4,198978.8
qwen4b,4n,fj,decode,96,2,3,0,691489.4,203524.7
qwen4b,4n,fj,decode,96,2,4,0,705241.0,189692.0
qwen4b,4n,fj,decode,96,2,5,0,662183.1,232693.0
qwen4b,4n,fj,decode,96,2,6,0,692104.8,202669.1
qwen4b,4n,fj,decode,96,2,7,0,706158.9,188611.2
qwen4b,4n,fj,decode,96,2,8,0,696782.7,198007.2
qwen4b,4n,fj,decode,96,2,9,0,698472.3,196363.7
qwen4b,4n,fj,decode,96,2,10,0,698636.0,195975.7
qwen4b,4n,fj,decode,96,2,11,0,701975.5,192586.2
qwen4b,4n,fj,decode,96,2,12,0,729952.3,163699.7
qwen4b,4n,fj,decode,96,2,13,0,734484.5,159355.6
qwen4b,4n,fj,decode,96,2,14,0,643056.7,250701.9
qwen4b,4n,fj,decode,96,2,15,0,737899.7,155690.7
qwen4b,4n,fj,decode,96,2,16,0,635799.5,257919.8
qwen4b,4n,fj,decode,96,2,17,0,731310.1,162390.7
qwen4b,4n,fj,decode,96,2,18,0,640852.4,252909.5
qwen4b,4n,fj,decode,96,2,19,0,697052.0,197167.8
qwen4b,4n,fj,decode,96,2,20,0,741270.9,152503.1
qwen4b,4n,fj,decode,96,2,21,0,793320.0,100505.5
qwen4b,4n,fj,decode,96,2,22,0,709967.7,184037.1
qwen4b,4n,fj,decode,96,2,23,0,731548.3,162560.2
qwen4b,4n,fj,decode,96,2,24,1,730981.2,163113.4
qwen4b,4n,fj,decode,96,2,25,1,796375.5,97753.8
qwen4b,4n,fj,decode,96,2,26,1,733415.3,160712.0
qwen4b,4n,fj,decode,96,2,27,1,792547.6,101585.5
qwen4b,4n,fj,decode,96,2,28,1,748550.9,145450.3
qwen4b,4n,fj,decode,96,2,29,1,781988.1,112188.4
qwen4b,4n,fj,decode,96,2,30,1,635148.1,258456.1
qwen4b,4n,fj,decode,96,2,31,1,782378.7,111251.5
qwen4b,4n,fj,decode,96,2,32,1,731933.5,161533.7
qwen4b,4n,fj,decode,96,2,33,1,709434.8,184683.4
qwen4b,4n,fj,decode,96,2,34,1,790850.2,103090.7
qwen4b,4n,fj,decode,96,2,35,1,649819.1,243994.9
qwen4b,4n,fj,decode,96,2,36,1,706741.0,187514.7
qwen4b,4n,fj,decode,96,2,37,1,789290.9,104679.1
qwen4b,4n,fj,decode,96,2,38,1,637754.2,256309.9
qwen4b,4n,fj,decode,96,2,39,1,706341.9,188161.2
qwen4b,4n,fj,decode,96,2,40,1,787606.4,106312.6
qwen4b,4n,fj,decode,96,2,41,1,642110.8,251946.2
qwen4b,4n,fj,decode,96,2,42,1,702183.2,192384.9
qwen4b,4n,fj,decode,96,2,43,1,784224.1,109697.3
qwen4b,4n,fj,decode,96,2,44,1,637954.1,256129.8
qwen4b,4n,fj,decode,96,2,45,1,709577.6,184986.6
qwen4b,4n,fj,decode,96,2,46,1,794915.7,99043.8
qwen4b,4n,fj,decode,96,2,47,1,649424.1,244593.8
qwen4b,4n,fj,decode,96,2,48,2,695615.2,198828.9
qwen4b,4n,fj,decode,96,2,49,2,760007.8,133848.0
qwen4b,4n,fj,decode,96,2,50,2,644146.0,249923.6
qwen4b,4n,fj,decode,96,2,51,2,704280.6,190296.1
qwen4b,4n,fj,decode,96,2,52,2,788996.5,104937.3
qwen4b,4n,fj,decode,96,2,53,2,638137.2,255913.8
qwen4b,4n,fj,decode,96,2,54,2,703480.6,190836.8
qwen4b,4n,fj,decode,96,2,55,2,790041.3,103653.0
qwen4b,4n,fj,decode,96,2,56,2,645720.5,248111.3
qwen4b,4n,fj,decode,96,2,57,2,710421.8,183896.0
qwen4b,4n,fj,decode,96,2,58,2,784430.8,109283.8
qwen4b,4n,fj,decode,96,2,59,2,653675.4,240107.8
qwen4b,4n,fj,decode,96,2,60,2,737587.7,155969.9
qwen4b,4n,fj,decode,96,2,61,2,787710.8,106071.6
qwen4b,4n,fj,decode,96,2,62,2,742467.6,151443.2
qwen4b,4n,fj,decode,96,2,63,2,738610.6,155085.9
qwen4b,4n,fj,decode,96,2,64,2,783155.0,110457.8
qwen4b,4n,fj,decode,96,2,65,2,646975.3,246814.6
qwen4b,4n,fj,decode,96,2,66,2,647971.2,245885.0
qwen4b,4n,fj,decode,96,2,67,2,795820.1,97815.6
qwen4b,4n,fj,decode,96,2,68,2,650047.1,243787.2
qwen4b,4n,fj,decode,96,2,69,2,705737.1,188555.5
qwen4b,4n,fj,decode,96,2,70,2,790857.8,102877.5
qwen4b,4n,fj,decode,96,2,71,2,643080.3,250703.7
qwen4b,4n,fj,decode,96,2,72,3,646652.1,247191.0
qwen4b,4n,fj,decode,96,2,73,3,786634.2,107121.7
qwen4b,4n,fj,decode,96,2,74,3,741560.8,152295.3
qwen4b,4n,fj,decode,96,2,75,3,789598.3,104053.1
qwen4b,4n,fj,decode,96,2,76,3,698564.2,195645.6
qwen4b,4n,fj,decode,96,2,77,3,735801.4,158028.8
qwen4b,4n,fj,decode,96,2,78,3,639065.8,254911.1
qwen4b,4n,fj,decode,96,2,79,3,740115.4,153782.0
qwen4b,4n,fj,decode,96,2,80,3,644504.4,249447.9
qwen4b,4n,fj,decode,96,2,81,3,645247.1,248713.4
qwen4b,4n,fj,decode,96,2,82,3,644082.6,249860.4
qwen4b,4n,fj,decode,96,2,83,3,734656.7,159184.4
qwen4b,4n,fj,decode,96,2,84,3,736321.7,157621.6
qwen4b,4n,fj,decode,96,2,85,3,786308.8,107313.0
qwen4b,4n,fj,decode,96,2,86,3,695648.3,198528.5
qwen4b,4n,fj,decode,96,2,87,3,736545.0,157185.8
qwen4b,4n,fj,decode,96,2,88,3,797445.0,96062.9
qwen4b,4n,fj,decode,96,2,89,3,658550.4,235219.6
qwen4b,4n,fj,decode,96,2,90,3,735941.7,157870.0
qwen4b,4n,fj,decode,96,2,91,3,791232.0,102343.0
qwen4b,4n,fj,decode,96,2,92,3,745477.7,148143.1
qwen4b,4n,fj,decode,96,2,93,3,565057.4,328743.6
qwen4b,4n,fj,decode,96,2,94,3,676172.5,218866.9
qwen4b,4n,fj,decode,96,2,95,3,448180.1,446794.5
qwen4b,4n,fj,decode,96,3,0,0,565519.5,319659.6
qwen4b,4n,fj,decode,96,3,1,0,564419.2,320731.5
qwen4b,4n,fj,decode,96,3,2,0,571594.9,313508.1
qwen4b,4n,fj,decode,96,3,3,0,745844.0,139238.5
qwen4b,4n,fj,decode,96,3,4,0,732332.0,152758.2
qwen4b,4n,fj,decode,96,3,5,0,737212.2,147850.4
qwen4b,4n,fj,decode,96,3,6,0,746017.9,138862.2
qwen4b,4n,fj,decode,96,3,7,0,747931.2,137048.1
qwen4b,4n,fj,decode,96,3,8,0,741956.4,143010.2
qwen4b,4n,fj,decode,96,3,9,0,736281.2,148736.6
qwen4b,4n,fj,decode,96,3,10,0,750652.1,134348.8
qwen4b,4n,fj,decode,96,3,11,0,751797.7,132547.5
qwen4b,4n,fj,decode,96,3,12,0,744355.0,139992.7
qwen4b,4n,fj,decode,96,3,13,0,745872.8,138491.2
qwen4b,4n,fj,decode,96,3,14,0,747662.7,136889.8
qwen4b,4n,fj,decode,96,3,15,0,744940.8,139098.2
qwen4b,4n,fj,decode,96,3,16,0,745154.5,139452.8
qwen4b,4n,fj,decode,96,3,17,0,565142.7,319185.1
qwen4b,4n,fj,decode,96,3,18,0,754489.7,129486.4
qwen4b,4n,fj,decode,96,3,19,0,574702.5,309768.4
qwen4b,4n,fj,decode,96,3,20,0,771478.7,112585.0
qwen4b,4n,fj,decode,96,3,21,0,744229.3,139756.2
qwen4b,4n,fj,decode,96,3,22,0,742451.2,141536.5
qwen4b,4n,fj,decode,96,3,23,0,745152.6,138827.9
qwen4b,4n,fj,decode,96,3,24,1,767813.7,116410.8
qwen4b,4n,fj,decode,96,3,25,1,563679.8,320715.1
qwen4b,4n,fj,decode,96,3,26,1,777876.3,106450.2
qwen4b,4n,fj,decode,96,3,27,1,562951.1,321507.5
qwen4b,4n,fj,decode,96,3,28,1,767006.6,117316.8
qwen4b,4n,fj,decode,96,3,29,1,567163.6,317307.6
qwen4b,4n,fj,decode,96,3,30,1,782960.7,101209.2
qwen4b,4n,fj,decode,96,3,31,1,559462.7,324832.3
qwen4b,4n,fj,decode,96,3,32,1,711548.3,172977.1
qwen4b,4n,fj,decode,96,3,33,1,745877.2,138026.7
qwen4b,4n,fj,decode,96,3,34,1,724677.4,159223.9
qwen4b,4n,fj,decode,96,3,35,1,781490.3,102711.1
qwen4b,4n,fj,decode,96,3,36,1,571631.2,312642.1
qwen4b,4n,fj,decode,96,3,37,1,772049.2,112128.2
qwen4b,4n,fj,decode,96,3,38,1,578303.4,306067.7
qwen4b,4n,fj,decode,96,3,39,1,571004.3,313303.3
qwen4b,4n,fj,decode,96,3,40,1,747289.7,136698.5
qwen4b,4n,fj,decode,96,3,41,1,747884.0,136104.2
qwen4b,4n,fj,decode,96,3,42,1,571552.1,312828.8
qwen4b,4n,fj,decode,96,3,43,1,741554.7,143072.0
qwen4b,4n,fj,decode,96,3,44,1,782963.9,101169.0
qwen4b,4n,fj,decode,96,3,45,1,773742.4,110396.7
qwen4b,4n,fj,decode,96,3,46,1,745703.5,138926.6
qwen4b,4n,fj,decode,96,3,47,1,743903.3,140290.6
qwen4b,4n,fj,decode,96,3,48,2,747730.1,136446.0
qwen4b,4n,fj,decode,96,3,49,2,773793.1,110474.6
qwen4b,4n,fj,decode,96,3,50,2,745859.1,138777.6
qwen4b,4n,fj,decode,96,3,51,2,753518.6,130662.9
qwen4b,4n,fj,decode,96,3,52,2,768178.3,116008.9
qwen4b,4n,fj,decode,96,3,53,2,757736.5,126879.8
qwen4b,4n,fj,decode,96,3,54,2,747733.1,136165.3
qwen4b,4n,fj,decode,96,3,55,2,778178.5,106020.7
qwen4b,4n,fj,decode,96,3,56,2,742864.2,141668.3
qwen4b,4n,fj,decode,96,3,57,2,570330.8,313992.0
qwen4b,4n,fj,decode,96,3,58,2,778030.6,106302.7
qwen4b,4n,fj,decode,96,3,59,2,578582.7,305890.5
qwen4b,4n,fj,decode,96,3,60,2,573346.0,311149.9
qwen4b,4n,fj,decode,96,3,61,2,777460.0,106885.5
qwen4b,4n,fj,decode,96,3,62,2,746768.0,138070.4
qwen4b,4n,fj,decode,96,3,63,2,574825.3,309889.2
qwen4b,4n,fj,decode,96,3,64,2,767771.4,116456.1
qwen4b,4n,fj,decode,96,3,65,2,736666.9,148210.1
qwen4b,4n,fj,decode,96,3,66,2,563929.6,320675.2
qwen4b,4n,fj,decode,96,3,67,2,772245.4,111942.6
qwen4b,4n,fj,decode,96,3,68,2,739249.0,145510.3
qwen4b,4n,fj,decode,96,3,69,2,566803.3,317792.6
qwen4b,4n,fj,decode,96,3,70,2,778525.9,105704.2
qwen4b,4n,fj,decode,96,3,71,2,581306.5,302986.2
qwen4b,4n,fj,decode,96,3,72,3,742502.2,141613.8
qwen4b,4n,fj,decode,96,3,73,3,773176.7,111087.7
qwen4b,4n,fj,decode,96,3,74,3,748447.4,135629.7
qwen4b,4n,fj,decode,96,3,75,3,744715.3,139336.6
qwen4b,4n,fj,decode,96,3,76,3,779581.2,104633.6
qwen4b,4n,fj,decode,96,3,77,3,754230.6,130334.9
qwen4b,4n,fj,decode,96,3,78,3,748583.8,135565.7
qwen4b,4n,fj,decode,96,3,79,3,772574.3,111669.3
qwen4b,4n,fj,decode,96,3,80,3,570376.2,314053.9
qwen4b,4n,fj,decode,96,3,81,3,751092.9,133059.1
qwen4b,4n,fj,decode,96,3,82,3,773032.7,111328.2
qwen4b,4n,fj,decode,96,3,83,3,572723.0,311708.3
qwen4b,4n,fj,decode,96,3,84,3,746072.7,138115.7
qwen4b,4n,fj,decode,96,3,85,3,780842.8,103547.7
qwen4b,4n,fj,decode,96,3,86,3,755574.4,128883.0
qwen4b,4n,fj,decode,96,3,87,3,744489.5,139418.1
qwen4b,4n,fj,decode,96,3,88,3,771583.3,112377.6
qwen4b,4n,fj,decode,96,3,89,3,743557.5,140879.2
qwen4b,4n,fj,decode,96,3,90,3,565248.8,319094.7
qwen4b,4n,fj,decode,96,3,91,3,753042.2,130919.1
qwen4b,4n,fj,decode,96,3,92,3,738361.6,146246.6
qwen4b,4n,fj,decode,96,3,93,3,499337.7,385090.5
qwen4b,4n,fj,decode,96,3,94,3,650546.8,235112.1
qwen4b,4n,fj,decode,96,3,95,3,446617.1,439143.7
qwen4b,8n,fj,decode,24,1,0,0,331759.7,83389.1
qwen4b,8n,fj,decode,24,1,1,0,360674.0,54193.8
qwen4b,8n,fj,decode,24,1,2,0,361365.1,53539.6
qwen4b,8n,fj,decode,24,1,3,0,385063.9,29773.1
qwen4b,8n,fj,decode,24,1,4,0,368099.0,46813.1
qwen4b,8n,fj,decode,24,1,5,0,368227.4,46810.3
qwen4b,8n,fj,decode,24,1,6,0,366469.8,48484.5
qwen4b,8n,fj,decode,24,1,7,0,370222.0,44723.4
qwen4b,8n,fj,decode,24,1,8,0,370476.1,44450.8
qwen4b,8n,fj,decode,24,1,9,0,368667.2,46267.9
qwen4b,8n,fj,decode,24,1,10,0,368404.7,46368.4
qwen4b,8n,fj,decode,24,1,11,0,377837.0,36774.4
qwen4b,8n,fj,decode,24,1,12,0,332132.4,82789.7
qwen4b,8n,fj,decode,24,1,13,0,357738.6,56917.9
qwen4b,8n,fj,decode,24,1,14,0,383015.7,31612.1
qwen4b,8n,fj,decode,24,1,15,0,331761.5,83085.1
qwen4b,8n,fj,decode,24,1,16,0,358789.9,55895.6
qwen4b,8n,fj,decode,24,1,17,0,378428.6,36146.4
qwen4b,8n,fj,decode,24,1,18,0,330721.2,84130.6
qwen4b,8n,fj,decode,24,1,19,0,358222.0,56556.9
qwen4b,8n,fj,decode,24,1,20,0,378677.5,36027.2
qwen4b,8n,fj,decode,24,1,21,0,329735.3,85126.4
qwen4b,8n,fj,decode,24,1,22,0,293235.9,122045.3
qwen4b,8n,fj,decode,24,1,23,0,370484.3,44688.5
qwen4b,8n,fj,decode,24,2,0,0,254472.7,124221.4
qwen4b,8n,fj,decode,24,2,1,0,330184.4,48445.0
qwen4b,8n,fj,decode,24,2,2,0,251909.7,126699.8
qwen4b,8n,fj,decode,24,2,3,0,325473.2,53150.4
qwen4b,8n,fj,decode,24,2,4,0,325325.5,53280.4
qwen4b,8n,fj,decode,24,2,5,0,307311.9,71345.3
qwen4b,8n,fj,decode,24,2,6,0,317377.5,61291.1
qwen4b,8n,fj,decode,24,2,7,0,318516.7,60146.2
qwen4b,8n,fj,decode,24,2,8,0,318200.4,60454.1
qwen4b,8n,fj,decode,24,2,9,0,318395.7,60251.3
qwen4b,8n,fj,decode,24,2,10,0,316669.4,61866.5
qwen4b,8n,fj,decode,24,2,11,0,343970.1,34500.6
qwen4b,8n,fj,decode,24,2,12,0,341175.1,37231.1
qwen4b,8n,fj,decode,24,2,13,0,328660.1,49813.9
qwen4b,8n,fj,decode,24,2,14,0,250911.3,127406.9
qwen4b,8n,fj,decode,24,2,15,0,335634.2,42717.9
qwen4b,8n,fj,decode,24,2,16,0,329809.6,48516.4
qwen4b,8n,fj,decode,24,2,17,0,338010.9,40274.3
qwen4b,8n,fj,decode,24,2,18,0,336028.7,42343.9
qwen4b,8n,fj,decode,24,2,19,0,329047.0,49353.5
qwen4b,8n,fj,decode,24,2,20,0,249638.2,128751.2
qwen4b,8n,fj,decode,24,2,21,0,335267.2,43140.3
qwen4b,8n,fj,decode,24,2,22,0,321661.9,57311.2
qwen4b,8n,fj,decode,24,2,23,0,330642.6,48346.9
qwen4b,8n,fj,decode,24,3,0,0,288871.7,111964.2
qwen4b,8n,fj,decode,24,3,1,0,291660.7,109095.7
qwen4b,8n,fj,decode,24,3,2,0,287971.8,112765.4
qwen4b,8n,fj,decode,24,3,3,0,376920.8,23830.3
qwen4b,8n,fj,decode,24,3,4,0,374474.0,26269.6
qwen4b,8n,fj,decode,24,3,5,0,305013.7,95817.3
qwen4b,8n,fj,decode,24,3,6,0,326499.4,74540.1
qwen4b,8n,fj,decode,24,3,7,0,327117.2,73919.7
qwen4b,8n,fj,decode,24,3,8,0,327467.5,73554.9
qwen4b,8n,fj,decode,24,3,9,0,326505.7,74532.7
qwen4b,8n,fj,decode,24,3,10,0,324993.3,75955.9
qwen4b,8n,fj,decode,24,3,11,0,363904.2,37029.6
qwen4b,8n,fj,decode,24,3,12,0,331223.5,69623.9
qwen4b,8n,fj,decode,24,3,13,0,358988.2,41939.8
qwen4b,8n,fj,decode,24,3,14,0,376307.8,24330.0
