model,numa,system,stage,threads,repeat,thread_id,numa_domain,compute_us,barrier_us
qwen4b,8n,fj,decode,192,1,156,6,1172756.5,588519.2
qwen4b,8n,fj,decode,192,1,157,6,1515039.3,245784.5
qwen4b,8n,fj,decode,192,1,158,6,1512174.8,247993.4
qwen4b,8n,fj,decode,192,1,159,6,1413968.7,345511.8
qwen4b,8n,fj,decode,192,1,160,6,1487590.8,273002.0
qwen4b,8n,fj,decode,192,1,161,6,1407135.0,353004.3
qwen4b,8n,fj,decode,192,1,162,6,1436940.6,322890.0
qwen4b,8n,fj,decode,192,1,163,6,1509963.9,250695.4
qwen4b,8n,fj,decode,192,1,164,6,1425047.6,334610.3
qwen4b,8n,fj,decode,192,1,165,6,1516288.6,244704.1
qwen4b,8n,fj,decode,192,1,166,6,1521786.9,238299.5
qwen4b,8n,fj,decode,192,1,167,6,1169575.8,591701.7
qwen4b,8n,fj,decode,192,1,168,7,1526292.8,234159.5
qwen4b,8n,fj,decode,192,1,169,7,1508884.0,251866.3
qwen4b,8n,fj,decode,192,1,170,7,1430505.2,330024.3
qwen4b,8n,fj,decode,192,1,171,7,1233289.4,527825.2
qwen4b,8n,fj,decode,192,1,172,7,1080515.1,680968.8
qwen4b,8n,fj,decode,192,1,173,7,1366835.4,393815.4
qwen4b,8n,fj,decode,192,1,174,7,1315133.1,445927.4
qwen4b,8n,fj,decode,192,1,175,7,1319976.5,441326.7
qwen4b,8n,fj,decode,192,1,176,7,1083338.3,678386.1
qwen4b,8n,fj,decode,192,1,177,7,1309352.1,451927.7
qwen4b,8n,fj,decode,192,1,178,7,1356876.0,404691.4
qwen4b,8n,fj,decode,192,1,179,7,1236022.4,525322.6
qwen4b,8n,fj,decode,192,1,180,7,1085427.7,676196.4
qwen4b,8n,fj,decode,192,1,181,7,1232419.6,528927.1
qwen4b,8n,fj,decode,192,1,182,7,1357493.7,403716.6
qwen4b,8n,fj,decode,192,1,183,7,1118500.2,642391.1
qwen4b,8n,fj,decode,192,1,184,7,1076674.8,683648.5
qwen4b,8n,fj,decode,192,1,185,7,1028692.8,732140.6
qwen4b,8n,fj,decode,192,1,186,7,948103.8,813026.8
qwen4b,8n,fj,decode,192,1,187,7,906295.5,855117.8
qwen4b,8n,fj,decode,192,1,188,7,892120.1,868765.2
qwen4b,8n,fj,decode,192,1,189,7,908750.9,852712.6
qwen4b,8n,fj,decode,192,1,190,7,861964.8,900314.1
qwen4b,8n,fj,decode,192,1,191,7,501128.8,1261182.8
qwen4b,8n,fj,decode,192,2,0,0,1384862.6,407035.7
qwen4b,8n,fj,decode,192,2,1,0,1097288.6,695943.9
qwen4b,8n,fj,decode,192,2,2,0,1484692.7,306884.2
qwen4b,8n,fj,decode,192,2,3,0,1525404.9,267048.1
qwen4b,8n,fj,decode,192,2,4,0,1084196.5,708840.4
qwen4b,8n,fj,decode,192,2,5,0,1081558.5,711515.7
qwen4b,8n,fj,decode,192,2,6,0,1310135.7,481843.4
qwen4b,8n,fj,decode,192,2,7,0,1557205.7,234213.5
qwen4b,8n,fj,decode,192,2,8,0,1076000.8,716764.5
qwen4b,8n,fj,decode,192,2,9,0,1092820.9,699954.5
qwen4b,8n,fj,decode,192,2,10,0,1090983.0,701689.3
qwen4b,8n,fj,decode,192,2,11,0,1531933.7,260485.5
qwen4b,8n,fj,decode,192,2,12,0,1435112.5,355863.7
qwen4b,8n,fj,decode,192,2,13,0,1549145.3,243156.9
qwen4b,8n,fj,decode,192,2,14,0,1536114.3,255930.1
qwen4b,8n,fj,decode,192,2,15,0,1093635.4,698916.0
qwen4b,8n,fj,decode,192,2,16,0,1085719.9,706895.0
qwen4b,8n,fj,decode,192,2,17,0,1466614.5,324227.4
qwen4b,8n,fj,decode,192,2,18,0,1525812.6,266296.3
qwen4b,8n,fj,decode,192,2,19,0,1570134.6,221072.1
qwen4b,8n,fj,decode,192,2,20,0,1504921.2,287092.0
qwen4b,8n,fj,decode,192,2,21,0,1524951.9,266444.1
qwen4b,8n,fj,decode,192,2,22,0,1570686.4,221131.9
qwen4b,8n,fj,decode,192,2,23,0,1570685.7,221120.1
qwen4b,8n,fj,decode,192,2,24,1,1518096.2,273431.4
qwen4b,8n,fj,decode,192,2,25,1,1544105.1,248014.2
qwen4b,8n,fj,decode,192,2,26,1,1565683.2,226202.5
qwen4b,8n,fj,decode,192,2,27,1,1526908.4,264657.9
qwen4b,8n,fj,decode,192,2,28,1,1563294.6,228493.4
qwen4b,8n,fj,decode,192,2,29,1,1067963.7,724892.8
qwen4b,8n,fj,decode,192,2,30,1,1519765.5,271406.9
qwen4b,8n,fj,decode,192,2,31,1,1559052.6,232500.1
qwen4b,8n,fj,decode,192,2,32,1,1516242.1,275713.7
qwen4b,8n,fj,decode,192,2,33,1,1513163.6,278852.5
qwen4b,8n,fj,decode,192,2,34,1,1508812.0,282805.3
qwen4b,8n,fj,decode,192,2,35,1,1555783.2,235837.2
qwen4b,8n,fj,decode,192,2,36,1,1513540.3,278597.8
qwen4b,8n,fj,decode,192,2,37,1,1515789.8,275833.5
qwen4b,8n,fj,decode,192,2,38,1,1508935.8,283474.3
qwen4b,8n,fj,decode,192,2,39,1,1517090.1,274202.1
qwen4b,8n,fj,decode,192,2,40,1,1509819.9,281703.7
qwen4b,8n,fj,decode,192,2,41,1,1514600.4,277810.3
qwen4b,8n,fj,decode,192,2,42,1,1540893.9,250946.5
qwen4b,8n,fj,decode,192,2,43,1,1525225.1,266648.9
qwen4b,8n,fj,decode,192,2,44,1,1517079.3,274968.4
qwen4b,8n,fj,decode,192,2,45,1,1439899.3,350987.0
qwen4b,8n,fj,decode,192,2,46,1,1542722.0,249602.3
qwen4b,8n,fj,decode,192,2,47,1,1522187.6,270174.2
qwen4b,8n,fj,decode,192,2,48,2,1559830.1,231620.5
qwen4b,8n,fj,decode,192,2,49,2,1412182.7,379030.6
qwen4b,8n,fj,decode,192,2,50,2,1431306.0,359839.7
qwen4b,8n,fj,decode,192,2,51,2,1454977.3,336110.5
qwen4b,8n,fj,decode,192,2,52,2,1556596.9,234956.7
qwen4b,8n,fj,decode,192,2,53,2,1546029.3,246008.9
qwen4b,8n,fj,decode,192,2,54,2,1558103.2,233273.6
qwen4b,8n,fj,decode,192,2,55,2,1520968.1,270415.5
qwen4b,8n,fj,decode,192,2,56,2,1551822.2,240057.2
qwen4b,8n,fj,decode,192,2,57,2,1498446.5,293009.8
qwen4b,8n,fj,decode,192,2,58,2,1502268.4,290269.7
qwen4b,8n,fj,decode,192,2,59,2,1551980.3,239827.6
qwen4b,8n,fj,decode,192,2,60,2,1539097.3,252540.5
qwen4b,8n,fj,decode,192,2,61,2,1506476.8,285118.4
qwen4b,8n,fj,decode,192,2,62,2,1503491.6,288811.9
qwen4b,8n,fj,decode,192,2,63,2,1513947.7,277347.9
qwen4b,8n,fj,decode,192,2,64,2,1526877.3,265000.6
qwen4b,8n,fj,decode,192,2,65,2,1521313.8,270802.3
qwen4b,8n,fj,decode,192,2,66,2,1499319.0,293080.4
qwen4b,8n,fj,decode,192,2,67,2,1517696.0,274390.2
qwen4b,8n,fj,decode,192,2,68,2,1071608.6,721026.8
qwen4b,8n,fj,decode,192,2,69,2,1511222.7,280485.5
qwen4b,8n,fj,decode,192,2,70,2,1523677.0,267587.5
qwen4b,8n,fj,decode,192,2,71,2,1556623.7,234978.2
qwen4b,8n,fj,decode,192,2,72,3,1562168.0,229348.2
qwen4b,8n,fj,decode,192,2,73,3,1502732.2,288799.7
qwen4b,8n,fj,decode,192,2,74,3,1467175.4,323847.4
qwen4b,8n,fj,decode,192,2,75,3,1522038.5,269958.0
qwen4b,8n,fj,decode,192,2,76,3,1424082.1,366925.5
qwen4b,8n,fj,decode,192,2,77,3,1564860.0,226557.9
qwen4b,8n,fj,decode,192,2,78,3,1513334.9,277926.3
qwen4b,8n,fj,decode,192,2,79,3,1547279.3,244669.5
qwen4b,8n,fj,decode,192,2,80,3,1072486.4,720286.4
qwen4b,8n,fj,decode,192,2,81,3,1509448.8,282044.1
qwen4b,8n,fj,decode,192,2,82,3,1503792.7,288547.1
qwen4b,8n,fj,decode,192,2,83,3,1515296.2,276664.7
qwen4b,8n,fj,decode,192,2,84,3,1072052.5,720699.6
qwen4b,8n,fj,decode,192,2,85,3,1506593.5,285006.0
qwen4b,8n,fj,decode,192,2,86,3,1502745.1,289144.6
qwen4b,8n,fj,decode,192,2,87,3,1237372.7,554424.6
qwen4b,8n,fj,decode,192,2,88,3,1518349.7,272681.2
qwen4b,8n,fj,decode,192,2,89,3,1508947.0,282216.8
qwen4b,8n,fj,decode,192,2,90,3,1531378.4,260410.6
qwen4b,8n,fj,decode,192,2,91,3,1542832.6,249023.5
qwen4b,8n,fj,decode,192,2,92,3,1534642.6,256997.8
qwen4b,8n,fj,decode,192,2,93,3,1483031.6,307763.8
qwen4b,8n,fj,decode,192,2,94,3,1563948.1,227657.0
qwen4b,8n,fj,decode,192,2,95,3,1537214.5,254606.1
qwen4b,8n,fj,decode,192,2,96,4,1078039.5,714586.4
qwen4b,8n,fj,decode,192,2,97,4,1520836.0,270625.2
qwen4b,8n,fj,decode,192,2,98,4,1553805.7,237844.7
qwen4b,8n,fj,decode,192,2,99,4,1510734.8,280510.0
qwen4b,8n,fj,decode,192,2,100,4,1089842.1,702833.2
qwen4b,8n,fj,decode,192,2,101,4,1485081.5,305983.2
qwen4b,8n,fj,decode,192,2,102,4,1550657.3,241653.3
qwen4b,8n,fj,decode,192,2,103,4,1516482.7,275064.1
qwen4b,8n,fj,decode,192,2,104,4,1328069.6,463088.7
qwen4b,8n,fj,decode,192,2,105,4,1502653.1,289186.8
qwen4b,8n,fj,decode,192,2,106,4,1528160.5,264186.5
qwen4b,8n,fj,decode,192,2,107,4,1544674.5,247698.0
qwen4b,8n,fj,decode,192,2,108,4,1502512.4,289191.1
qwen4b,8n,fj,decode,192,2,109,4,1502508.0,289180.9
qwen4b,8n,fj,decode,192,2,110,4,1496850.2,295546.0
qwen4b,8n,fj,decode,192,2,111,4,1544267.0,247620.6
qwen4b,8n,fj,decode,192,2,112,4,1513188.2,278108.9
qwen4b,8n,fj,decode,192,2,113,4,1496935.2,294601.7
qwen4b,8n,fj,decode,192,2,114,4,1501979.3,290407.8
qwen4b,8n,fj,decode,192,2,115,4,1523242.6,268727.1
qwen4b,8n,fj,decode,192,2,116,4,1092948.4,699711.5
qwen4b,8n,fj,decode,192,2,117,4,1513851.6,277801.1
qwen4b,8n,fj,decode,192,2,118,4,1535358.7,256302.7
qwen4b,8n,fj,decode,192,2,119,4,1514406.9,277352.3
qwen4b,8n,fj,decode,192,2,120,5,1519493.7,272608.9
qwen4b,8n,fj,decode,192,2,121,5,1515411.0,276146.0
qwen4b,8n,fj,decode,192,2,122,5,1475598.2,315871.6
qwen4b,8n,fj,decode,192,2,123,5,1505955.6,285564.9
qwen4b,8n,fj,decode,192,2,124,5,1079916.8,712789.0
qwen4b,8n,fj,decode,192,2,125,5,1431223.4,359938.9
qwen4b,8n,fj,decode,192,2,126,5,1493849.5,298572.5
qwen4b,8n,fj,decode,192,2,127,5,1462686.0,328433.4
qwen4b,8n,fj,decode,192,2,128,5,1483315.3,308384.8
qwen4b,8n,fj,decode,192,2,129,5,1557771.4,234001.2
qwen4b,8n,fj,decode,192,2,130,5,1509776.1,282450.2
qwen4b,8n,fj,decode,192,2,131,5,1488914.5,302894.2
qwen4b,8n,fj,decode,192,2,132,5,1514891.0,277143.7
qwen4b,8n,fj,decode,192,2,133,5,1434010.5,356979.7
qwen4b,8n,fj,decode,192,2,134,5,1500868.8,291342.0
qwen4b,8n,fj,decode,192,2,135,5,1497839.2,293655.1
qwen4b,8n,fj,decode,192,2,136,5,1413245.1,377729.6
qwen4b,8n,fj,decode,192,2,137,5,1560773.5,231036.7
qwen4b,8n,fj,decode,192,2,138,5,1549324.9,242672.3
qwen4b,8n,fj,decode,192,2,139,5,1485492.1,306143.6
qwen4b,8n,fj,decode,192,2,140,5,1562104.0,229810.6
qwen4b,8n,fj,decode,192,2,141,5,1516019.9,275571.8
qwen4b,8n,fj,decode,192,2,142,5,1516631.5,275473.1
qwen4b,8n,fj,decode,192,2,143,5,1537342.2,254646.2
qwen4b,8n,fj,decode,192,2,144,6,1088827.2,703941.9
qwen4b,8n,fj,decode,192,2,145,6,1428765.8,362384.2
qwen4b,8n,fj,decode,192,2,146,6,1425631.9,365526.4
qwen4b,8n,fj,decode,192,2,147,6,1525288.1,266652.9
qwen4b,8n,fj,decode,192,2,148,6,1413467.6,378889.6
qwen4b,8n,fj,decode,192,2,149,6,1424246.3,366926.8
qwen4b,8n,fj,decode,192,2,150,6,1479559.1,311991.0
qwen4b,8n,fj,decode,192,2,151,6,1506410.0,285337.5
qwen4b,8n,fj,decode,192,2,152,6,1504665.8,287916.0
qwen4b,8n,fj,decode,192,2,153,6,1530789.8,260969.1
qwen4b,8n,fj,decode,192,2,154,6,1442196.0,348844.0
qwen4b,8n,fj,decode,192,2,155,6,1451658.5,339492.7
qwen4b,8n,fj,decode,192,2,156,6,1441870.7,350746.3
qwen4b,8n,fj,decode,192,2,157,6,1556251.9,235517.3
qwen4b,8n,fj,decode,192,2,158,6,1503713.7,288977.9
qwen4b,8n,fj,decode,192,2,159,6,1507840.3,283886.9
qwen4b,8n,fj,decode,192,2,160,6,1510500.4,281575.3
qwen4b,8n,fj,decode,192,2,161,6,1451439.6,339707.3
qwen4b,8n,fj,decode,192,2,162,6,1513628.0,279069.1
qwen4b,8n,fj,decode,192,2,163,6,1514683.1,277061.6
qwen4b,8n,fj,decode,192,2,164,6,1091200.9,701536.0
qwen4b,8n,fj,decode,192,2,165,6,1516093.8,275746.3
qwen4b,8n,fj,decode,192,2,166,6,1513343.9,278821.6
qwen4b,8n,fj,decode,192,2,167,6,1423539.2,367477.1
qwen4b,8n,fj,decode,192,2,168,7,1078075.0,714483.1
qwen4b,8n,fj,decode,192,2,169,7,1515353.2,276127.8
qwen4b,8n,fj,decode,192,2,170,7,1460886.3,330558.1
qwen4b,8n,fj,decode,192,2,171,7,1425233.4,366944.0
qwen4b,8n,fj,decode,192,2,172,7,984877.4,807950.2
qwen4b,8n,fj,decode,192,2,173,7,1374361.0,418028.3
qwen4b,8n,fj,decode,192,2,174,7,1418170.6,374485.7
qwen4b,8n,fj,decode,192,2,175,7,1388425.5,404010.7
qwen4b,8n,fj,decode,192,2,176,7,1242859.2,549713.7
qwen4b,8n,fj,decode,192,2,177,7,1398324.9,394263.8
qwen4b,8n,fj,decode,192,2,178,7,1386333.3,406042.7
qwen4b,8n,fj,decode,192,2,179,7,1339290.7,452971.3
qwen4b,8n,fj,decode,192,2,180,7,987194.6,805792.0
qwen4b,8n,fj,decode,192,2,181,7,1397351.8,394912.4
qwen4b,8n,fj,decode,192,2,182,7,1331021.6,461469.8
qwen4b,8n,fj,decode,192,2,183,7,1164905.2,627378.3
qwen4b,8n,fj,decode,192,2,184,7,763517.2,1029186.5
qwen4b,8n,fj,decode,192,2,185,7,1077495.1,714208.4
qwen4b,8n,fj,decode,192,2,186,7,931198.9,861321.2
qwen4b,8n,fj,decode,192,2,187,7,874383.7,918134.9
qwen4b,8n,fj,decode,192,2,188,7,606943.6,1185824.2
qwen4b,8n,fj,decode,192,2,189,7,856859.4,935815.1
qwen4b,8n,fj,decode,192,2,190,7,853965.3,939840.9
qwen4b,8n,fj,decode,192,2,191,7,475225.7,1318300.7
qwen4b,8n,fj,decode,192,3,0,0,1403172.3,367548.1
qwen4b,8n,fj,decode,192,3,1,0,1191830.3,579649.3
qwen4b,8n,fj,decode,192,3,2,0,1481648.8,289257.5
qwen4b,8n,fj,decode,192,3,3,0,1511183.2,259125.3
qwen4b,8n,fj,decode,192,3,4,0,1391570.6,379165.3
qwen4b,8n,fj,decode,192,3,5,0,1186651.8,584695.5
qwen4b,8n,fj,decode,192,3,6,0,1194102.7,576839.2
qwen4b,8n,fj,decode,192,3,7,0,1188126.8,582850.0
qwen4b,8n,fj,decode,192,3,8,0,1450970.1,319646.5
qwen4b,8n,fj,decode,192,3,9,0,1196572.7,574368.9
qwen4b,8n,fj,decode,192,3,10,0,1490956.2,278073.3
qwen4b,8n,fj,decode,192,3,11,0,1396001.3,373895.7
qwen4b,8n,fj,decode,192,3,12,0,1470132.3,298736.5
qwen4b,8n,fj,decode,192,3,13,0,1480982.0,288183.3
qwen4b,8n,fj,decode,192,3,14,0,1401542.9,369145.4
qwen4b,8n,fj,decode,192,3,15,0,1537470.5,233469.2
qwen4b,8n,fj,decode,192,3,16,0,1527403.2,242970.7
qwen4b,8n,fj,decode,192,3,17,0,1393609.4,377124.4
qwen4b,8n,fj,decode,192,3,18,0,1544330.8,226589.0
qwen4b,8n,fj,decode,192,3,19,0,1493117.0,276572.8
qwen4b,8n,fj,decode,192,3,20,0,1486629.6,282877.5
qwen4b,8n,fj,decode,192,3,21,0,1559005.8,211881.2
qwen4b,8n,fj,decode,192,3,22,0,1410765.9,359571.5
qwen4b,8n,fj,decode,192,3,23,0,1417595.5,352301.7
qwen4b,8n,fj,decode,192,3,24,1,1518535.9,250957.2
qwen4b,8n,fj,decode,192,3,25,1,1475377.3,294190.5
qwen4b,8n,fj,decode,192,3,26,1,1451849.3,317797.6
qwen4b,8n,fj,decode,192,3,27,1,1403000.8,367338.2
qwen4b,8n,fj,decode,192,3,28,1,1531196.5,238920.9
qwen4b,8n,fj,decode,192,3,29,1,1531997.4,237888.9
qwen4b,8n,fj,decode,192,3,30,1,1531574.5,238737.1
qwen4b,8n,fj,decode,192,3,31,1,1454089.7,315966.4
qwen4b,8n,fj,decode,192,3,32,1,1529227.2,240773.5
qwen4b,8n,fj,decode,192,3,33,1,1408547.9,361725.1
qwen4b,8n,fj,decode,192,3,34,1,1516687.2,253896.8
qwen4b,8n,fj,decode,192,3,35,1,1471944.0,297765.1
qwen4b,8n,fj,decode,192,3,36,1,1535703.8,234827.1
qwen4b,8n,fj,decode,192,3,37,1,1530324.3,240213.4
qwen4b,8n,fj,decode,192,3,38,1,1446501.0,323237.5
qwen4b,8n,fj,decode,192,3,39,1,1493418.5,276307.9
qwen4b,8n,fj,decode,192,3,40,1,1469830.1,300434.6
qwen4b,8n,fj,decode,192,3,41,1,1452068.4,317637.2
qwen4b,8n,fj,decode,192,3,42,1,1540960.6,229219.0
qwen4b,8n,fj,decode,192,3,43,1,1489825.4,280348.7
qwen4b,8n,fj,decode,192,3,44,1,1195380.8,575783.7
qwen4b,8n,fj,decode,192,3,45,1,1518373.8,251873.2
qwen4b,8n,fj,decode,192,3,46,1,1400471.8,369841.1
qwen4b,8n,fj,decode,192,3,47,1,1488356.2,281544.3
qwen4b,8n,fj,decode,192,3,48,2,1204595.3,566407.0
qwen4b,8n,fj,decode,192,3,49,2,1540370.1,229642.4
qwen4b,8n,fj,decode,192,3,50,2,1472028.0,297338.1
qwen4b,8n,fj,decode,192,3,51,2,1445410.7,323888.4
qwen4b,8n,fj,decode,192,3,52,2,1199775.8,571151.7
qwen4b,8n,fj,decode,192,3,53,2,1526101.6,243811.5
qwen4b,8n,fj,decode,192,3,54,2,1476235.0,293648.7
qwen4b,8n,fj,decode,192,3,55,2,1524588.2,245563.5
qwen4b,8n,fj,decode,192,3,56,2,1527299.5,243207.9
qwen4b,8n,fj,decode,192,3,57,2,1549391.2,220763.8
qwen4b,8n,fj,decode,192,3,58,2,1469308.2,300682.2
qwen4b,8n,fj,decode,192,3,59,2,1487005.5,283092.9
qwen4b,8n,fj,decode,192,3,60,2,1272662.6,498412.5
qwen4b,8n,fj,decode,192,3,61,2,1507003.0,262984.8
qwen4b,8n,fj,decode,192,3,62,2,1529011.7,240923.0
qwen4b,8n,fj,decode,192,3,63,2,1501756.1,268327.3
qwen4b,8n,fj,decode,192,3,64,2,1190682.7,580290.6
qwen4b,8n,fj,decode,192,3,65,2,1548615.5,221987.1
qwen4b,8n,fj,decode,192,3,66,2,1446006.1,323739.2
qwen4b,8n,fj,decode,192,3,67,2,1483539.7,286428.4
qwen4b,8n,fj,decode,192,3,68,2,1264319.6,506462.4
qwen4b,8n,fj,decode,192,3,69,2,1525025.5,245333.4
qwen4b,8n,fj,decode,192,3,70,2,1444632.6,324759.8
qwen4b,8n,fj,decode,192,3,71,2,1478919.7,291040.8
qwen4b,8n,fj,decode,192,3,72,3,1528406.1,241750.6
qwen4b,8n,fj,decode,192,3,73,3,1557092.5,213400.1
qwen4b,8n,fj,decode,192,3,74,3,1522032.6,248052.1
qwen4b,8n,fj,decode,192,3,75,3,1483793.5,286260.6
qwen4b,8n,fj,decode,192,3,76,3,1491997.1,278433.6
qwen4b,8n,fj,decode,192,3,77,3,1491761.4,277783.0
qwen4b,8n,fj,decode,192,3,78,3,1449099.1,320461.4
qwen4b,8n,fj,decode,192,3,79,3,1466786.9,303333.3
qwen4b,8n,fj,decode,192,3,80,3,1499337.9,270228.9
qwen4b,8n,fj,decode,192,3,81,3,1538600.2,231456.5
qwen4b,8n,fj,decode,192,3,82,3,1448527.9,320901.5
qwen4b,8n,fj,decode,192,3,83,3,1475707.5,294440.7
qwen4b,8n,fj,decode,192,3,84,3,1524656.9,245580.6
qwen4b,8n,fj,decode,192,3,85,3,1410240.7,360166.8
qwen4b,8n,fj,decode,192,3,86,3,1427340.0,342493.9
qwen4b,8n,fj,decode,192,3,87,3,1472310.3,297839.6
qwen4b,8n,fj,decode,192,3,88,3,1518956.5,251348.3
qwen4b,8n,fj,decode,192,3,89,3,1401823.0,368859.8
qwen4b,8n,fj,decode,192,3,90,3,1440865.4,329167.5
qwen4b,8n,fj,decode,192,3,91,3,1488079.0,281946.9
qwen4b,8n,fj,decode,192,3,92,3,1520566.5,249705.4
qwen4b,8n,fj,decode,192,3,93,3,1395758.5,374687.0
qwen4b,8n,fj,decode,192,3,94,3,1518829.9,250694.3
qwen4b,8n,fj,decode,192,3,95,3,1523302.4,246777.8
qwen4b,8n,fj,decode,192,3,96,4,1547486.9,222586.5
qwen4b,8n,fj,decode,192,3,97,4,1542988.6,227587.3
qwen4b,8n,fj,decode,192,3,98,4,1483855.1,285905.3
qwen4b,8n,fj,decode,192,3,99,4,1187909.6,583198.9
qwen4b,8n,fj,decode,192,3,100,4,1522195.9,247883.8
qwen4b,8n,fj,decode,192,3,101,4,1208380.3,562722.6
qwen4b,8n,fj,decode,192,3,102,4,1536179.4,234171.8
qwen4b,8n,fj,decode,192,3,103,4,1193018.6,578140.3
qwen4b,8n,fj,decode,192,3,104,4,1540890.1,230133.5
qwen4b,8n,fj,decode,192,3,105,4,1542816.9,227464.5
qwen4b,8n,fj,decode,192,3,106,4,1515488.5,254923.4
qwen4b,8n,fj,decode,192,3,107,4,1474663.2,295353.1
qwen4b,8n,fj,decode,192,3,108,4,1554657.3,215622.4
qwen4b,8n,fj,decode,192,3,109,4,1480027.7,290288.5
qwen4b,8n,fj,decode,192,3,110,4,1519658.8,250469.6
qwen4b,8n,fj,decode,192,3,111,4,1418308.9,351167.5
qwen4b,8n,fj,decode,192,3,112,4,1557415.0,213338.4
qwen4b,8n,fj,decode,192,3,113,4,1472736.5,297046.2
qwen4b,8n,fj,decode,192,3,114,4,1516883.4,253587.3
qwen4b,8n,fj,decode,192,3,115,4,1360155.7,410104.8
qwen4b,8n,fj,decode,192,3,116,4,1551168.2,219819.1
qwen4b,8n,fj,decode,192,3,117,4,1533159.3,237285.9
qwen4b,8n,fj,decode,192,3,118,4,1489949.1,279849.5
qwen4b,8n,fj,decode,192,3,119,4,1461305.5,309445.6
qwen4b,8n,fj,decode,192,3,120,5,1444234.9,325269.5
qwen4b,8n,fj,decode,192,3,121,5,1188649.3,582473.1
qwen4b,8n,fj,decode,192,3,122,5,1403374.5,367273.1
qwen4b,8n,fj,decode,192,3,123,5,1487728.4,282161.2
qwen4b,8n,fj,decode,192,3,124,5,1394578.5,376052.1
qwen4b,8n,fj,decode,192,3,125,5,1448166.5,321305.7
qwen4b,8n,fj,decode,192,3,126,5,1255983.2,514912.4
qwen4b,8n,fj,decode,192,3,127,5,1450482.3,318599.3
qwen4b,8n,fj,decode,192,3,128,5,1547724.8,222440.3
qwen4b,8n,fj,decode,192,3,129,5,1475463.1,293915.3
qwen4b,8n,fj,decode,192,3,130,5,1381965.3,388186.6
qwen4b,8n,fj,decode,192,3,131,5,1533146.1,236710.6
qwen4b,8n,fj,decode,192,3,132,5,1477499.8,292151.0
qwen4b,8n,fj,decode,192,3,133,5,1538750.9,231180.4
qwen4b,8n,fj,decode,192,3,134,5,1453344.5,316059.2
qwen4b,8n,fj,decode,192,3,135,5,1441133.1,328287.8
qwen4b,8n,fj,decode,192,3,136,5,1185491.4,585458.2
qwen4b,8n,fj,decode,192,3,137,5,1545038.5,225527.4
qwen4b,8n,fj,decode,192,3,138,5,1491022.6,278867.4
qwen4b,8n,fj,decode,192,3,139,5,1481264.3,288654.6
qwen4b,8n,fj,decode,192,3,140,5,1419519.0,350414.0
qwen4b,8n,fj,decode,192,3,141,5,1539686.9,230937.4
qwen4b,8n,fj,decode,192,3,142,5,1394801.3,375728.9
qwen4b,8n,fj,decode,192,3,143,5,1523385.8,246872.1
qwen4b,8n,fj,decode,192,3,144,6,1478547.0,290779.7
qwen4b,8n,fj,decode,192,3,145,6,1521172.1,248933.6
qwen4b,8n,fj,decode,192,3,146,6,1401288.6,369123.1
qwen4b,8n,fj,decode,192,3,147,6,1532690.0,237417.6
qwen4b,8n,fj,decode,192,3,148,6,1447258.8,322597.1
qwen4b,8n,fj,decode,192,3,149,6,1540898.9,229720.5
qwen4b,8n,fj,decode,192,3,150,6,1523503.3,246014.8
qwen4b,8n,fj,decode,192,3,151,6,1520734.4,248758.0
qwen4b,8n,fj,decode,192,3,152,6,1197558.8,573288.3
qwen4b,8n,fj,decode,192,3,153,6,1515144.0,253875.3
qwen4b,8n,fj,decode,192,3,154,6,1491122.2,278772.2
qwen4b,8n,fj,decode,192,3,155,6,1491840.3,278089.0
qwen4b,8n,fj,decode,192,3,156,6,1397311.0,373013.9
qwen4b,8n,fj,decode,192,3,157,6,1393744.2,376563.3
qwen4b,8n,fj,decode,192,3,158,6,1496444.3,273049.1
qwen4b,8n,fj,decode,192,3,159,6,1518555.9,251485.5
qwen4b,8n,fj,decode,192,3,160,6,1530647.8,239547.3
qwen4b,8n,fj,decode,192,3,161,6,1531425.7,238765.8
qwen4b,8n,fj,decode,192,3,162,6,1395462.5,374711.7
qwen4b,8n,fj,decode,192,3,163,6,1485218.4,284560.8
qwen4b,8n,fj,decode,192,3,164,6,1447084.7,322268.4
qwen4b,8n,fj,decode,192,3,165,6,1521185.3,249019.5
qwen4b,8n,fj,decode,192,3,166,6,1449554.4,319794.3
qwen4b,8n,fj,decode,192,3,167,6,1479332.5,290978.6
qwen4b,8n,fj,decode,192,3,168,7,1178255.4,592933.0
qwen4b,8n,fj,decode,192,3,169,7,1541646.3,229301.5
qwen4b,8n,fj,decode,192,3,170,7,1478023.1,292185.6
qwen4b,8n,fj,decode,192,3,171,7,1343324.2,427498.0
qwen4b,8n,fj,decode,192,3,172,7,1106443.8,664970.5
qwen4b,8n,fj,decode,192,3,173,7,1382809.8,388280.3
qwen4b,8n,fj,decode,192,3,174,7,1276728.5,493460.7
qwen4b,8n,fj,decode,192,3,175,7,1328773.9,441847.2
qwen4b,8n,fj,decode,192,3,176,7,1103263.2,668043.5
qwen4b,8n,fj,decode,192,3,177,7,1389691.3,381285.1
qwen4b,8n,fj,decode,192,3,178,7,1287682.9,482443.6
qwen4b,8n,fj,decode,192,3,179,7,1376926.0,393717.3
qwen4b,8n,fj,decode,192,3,180,7,1185278.7,585446.1
qwen4b,8n,fj,decode,192,3,181,7,1384879.7,386008.5
